filepath,class_id,class_name,split
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/32c61f41bb.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/37ff67c2b1.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/3aa6a2291a.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/3b2b4dd2b8.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/3ca9d01cbc.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/3cbe30398b.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/41cf9adda4.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/4c63722b04.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/4e49e1ffc9.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/4e4ade1afc.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/4ef0d1701c.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/5bdbef1dac.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/5eb183efed.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/5f2e23b5c8.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_razala/6d224ddb4c.jpg,20,chicken_razala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/0b685b98d8.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/0d9cd4df8b.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/0ee9c5e22d.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/18b1582d23.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/1b7ed1016d.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/1cbd6bce10.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/1cc84b7153.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/1d27d9a45b.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/1e1beaab95.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/1f2bcd97d0.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/22d4087443.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/2b3d210c90.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/2c1a215ee1.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/2e5943ad78.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/2f49789828.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/31d89bc9b5.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/34d3315ead.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/3a47674d70.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/3a6fa8e35b.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/3b1f94ef43.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/3ca042da1d.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/3d0b64911d.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/3d148b6ceb.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/3d9d724bad.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/40d9accbc3.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/46ff4723b3.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/4b4ac3572e.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/4c57149d9a.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/4fdd63a5ac.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/50f4f89a6a.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/52ef4432c2.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/5a7fc6e1d0.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/5b0d1ce931.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/5fce220107.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka/6c0d278387.jpg,21,chicken_tikka,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/02e5b4e8da.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/09dcbbc290.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/0c17814d81.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/0d9cd4df8b.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/0df9285247.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/0dfaa738ba.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/0ee24a81c0.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/15ec744db6.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/19d5fbe38d.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/1b67a0fdb7.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/1c64663042.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/1e1beaab95.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/1eea29a7b3.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/2a9968827f.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/2bb5519532.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/2c1a215ee1.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/2e5943ad78.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/2f49789828.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/30dda93423.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/31d89bc9b5.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/39ad31bd44.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/3a47674d70.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/3a6fa8e35b.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/3bb19fd58f.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/3bfa7d682c.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/3cb396d02d.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/3d0b64911d.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/3d9d724bad.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/3e263c335a.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/3fc682b9cf.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/4ae1ff8628.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/4b4ac3572e.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/4c50b39cca.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/4c57149d9a.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chicken_tikka_masala/4cd4c265b1.jpg,22,chicken_tikka_masala,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/015a02f670.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/01ee118b53.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/033f65d062.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/039c42eb72.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/08ebabbf68.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/0a7627b435.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/17da9daf70.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/1a8f53618e.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/1bf8104dcc.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/1fe6ff7ea2.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/21a066dfde.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/21c7c7c7b3.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/23c6059129.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/27d2232b4b.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/2b53e41ec4.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/2bba91f416.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/2bda41d4d4.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/2bf506de15.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/2f2b76aafa.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/2f3a7f83f6.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/32cf7b5ec2.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/36db286bbc.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/38fb60ab5c.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/3a6728508b.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/3bd990b17b.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/3cef80f0d6.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/3e137af2cd.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/3ed5b01d03.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/4aff57d025.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/4cd74c8dbf.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/4d86561a67.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/4ed890d1b4.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/4f3d994a68.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/5aed948b65.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/chikki/5e5b338702.jpg,23,chikki,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/02af2134f3.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/03fe11acf9.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/07c9d4f7f6.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/0a6124179a.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/0d59f8fef3.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/10a0d4e223.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/1a2339f153.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/1a6dfec388.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/1cbf331f74.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/1f2c7ae7d5.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/2b79a034de.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/2b7df121fa.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/2c6e971ab9.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/2d10f06c50.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/2f22191abd.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/2fa42fc04d.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/3a16f237fc.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/3a4906810d.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/3a49809912.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/3bc9b34347.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/4bfa945760.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/4c062ccaac.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/4d8e9f4dcc.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/5a6ac095a9.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/5ab806bfd6.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/5bc77b9729.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/5c1f208d9f.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/5c22ede1a1.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/5c234ecb37.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/5c5547f868.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/5fa32d6e4a.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/6a02a6b5d2.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/6a188dbc64.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/6a1d21a495.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_baati_churma/6af9d24b5b.jpg,24,daal_baati_churma,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/02c21bc6b0.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/03a1d9ee66.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/0c66d6eac8.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/0d94ed5a2a.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/0de67d6d83.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/0eb0bd982e.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/0f3fe0973d.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/0f5a631e67.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/0fa444835e.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/13e7b62615.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/14dc3a8c37.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/23f537950b.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/2a75efe39d.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/2be8a14425.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/2c915092ba.jpg,25,daal_puri,train
/kaggle/input/datasets/iamsouravbanerjee/indian-food-images-dataset/Indian Food Images/Indian Food Images/daal_puri/2e1739187c.jpg,25,daal_puri,train
